PRODI,STATUS,ASAL_SEKOLAH,SEKOLAH_JURUSAN,ALAMAT_SEKOLAH,KERJA_AYAH,KETERANGAN_AYAH,JENJANG_SEBELUMNYA,JENIS_SELEKSI,ASAL_KOTA,ASAL_PROVINSI,DEPARTEMEN,PENGHASILAN_KATEGORI,TAHUN ANGKATAN,IPK_2023_GENAP,IPK_2023_GANJIL,IPK_2022_GENAP,IPK_2022_GANJIL,IPK_2021_GENAP,IPK_2021_GANJIL,BEASISWA_LAIN,BEASISWA_KIPK,PRESTASI,Prosentase_Kehadiran
D3-Teknik Elektronika,L,SMAN 1 KEDUNGWARU,Lainnya,"JL. DR. WAHIDIN SUDIRO HUSODO 12, Tulungagung",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.53,3.54,3.43,3.35,3.34,3.33,0,0,0,97.24666666666668
D3-Teknik Elektronika,L,SMAN 3 SIDOARJO,IPA,"JL. DR. WAHIDIN NO. 130 SIDOARJO, Sidoarjo",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2021,3.3,3.32,3.27,3.25,3.11,3.25,1,0,0,93.46999999999998
D3-Teknik Elektronika,L,MAN SURABAYA,Lainnya,"JL. BENDUL MERISI SELATAN 9 NO. 20 SURABAYA, Surabaya",Pegawai Swasta,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.31,3.32,3.15,3.13,3.05,3.25,0,0,0,88.77666666666666
D3-Teknik Elektronika,L,MAN NGANJUK,Lainnya,"JL. JEND. S. PARMAN I/15, NGANJUK, Nganjuk",PNS/ASN,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Nganjuk,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.39,3.4,3.25,3.14,3.07,3.18,0,0,0,96.88666666666668
D3-Teknik Elektronika,L,SMAN 1 GRESIK,Lainnya,"JL. ARIF RAHMAN HAKIM NO. 1 GRESIK, Gresik",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.67,3.66,3.58,3.55,3.54,3.49,0,0,0,96.04666666666668
D3-Teknik Elektronika,L,SMAN TEMPEH,IPA,"JL. RAYA TEMPEH, Lumajang",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Lumajang,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.45,3.47,3.34,3.22,3.14,3.33,0,0,0,97.05666666666669
D3-Teknik Elektronika,L,SMK MIGAS MUHAMMADIYAH CILACAP,Teknik Perminyakan,"JL. TRITIH LOR KEC. JERUK LEGI, KAB. CILACAP, JAWA TENGAH, Cilacap",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Cilacap,Jawa Tengah,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.52,3.52,3.39,3.29,3.16,3.35,1,0,8,89.35000000000001
D3-Teknik Elektronika,L,SMAN 2 KEDIRI,IPA,"JL. VETERAN NO. 7 KEDIRI, Kediri",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.58,3.59,3.49,3.43,3.36,3.36,0,1,0,96.21666666666664
D3-Teknik Elektronika,K,SMAN 1 BREBES,IPA,"JALAN DR. SETIABUDI NO.11 KAB. BREBES JAWA TENGAH 52212
 , Brebes",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Brebes,Jawa Tengah,Departemen Teknik Elektro,4-6 juta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
D3-Teknik Elektronika,K,SMAN 1 PENGASIH,IPA,"JALAN KRT KERTODININGRAT 41, GUNUNG GONDANG, MARGOSARI, PENGASIH, KULON PROGO, DAERAH ISTIMEWA YOGYAKARTA 55652, Kulonprogo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kulonprogo,Kulonprogo,Departemen Teknik Elektro,1 juta-2.5 juta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
D3-Teknik Elektronika,L,SMAN 4 SURABAYA,IPA,"JL. PROF.DR.MOESTOPO 4 SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2021,3.57,3.59,3.49,3.43,3.35,3.45,1,0,0,93.98333333333332
D3-Teknik Elektronika,L,SMAN 2 KOTA MOJOKERTO,IPA,"JL. RAYA IJEN NO. 9, Mojokerto",TNI/POLRI,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.24,3.24,3.18,3.06,2.98,3.2,0,0,0,90.86666666666667
D3-Teknik Elektronika,L,SMK PGRI 1 SURABAYA,Teknik Otomotif,"JL. JEMUR SARI VIII SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.35,3.36,3.2,3.14,3.17,3.24,0,0,0,95.46666666666664
D3-Teknik Elektronika,L,SMK PGRI 1 GRESIK,Teknik Mesin,"JALAN DR. SUTOMO NO. 46, Gresik",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Gresik,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.75,3.75,3.68,3.64,3.54,3.39,0,1,10,93.11333333333334
D3-Teknik Elektronika,L,SMAN 1 TAMAN,IPA,"JL. SAWUNGGALING 2, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2021,3.5,3.49,3.36,3.3,3.24,3.18,0,0,0,95.59
D3-Teknik Elektronika,L,SMA NEGERI 1 WAINGAPU,IPA,"&#8206;JL. MAJAPAHIT NO 1 - WAINGAPU, Sumba Timur",Pegawai BUMN,Hidup,SMA,Seleksi Jalur Mandiri,Sumba Timur,Nusa Tenggara Timur (NTT),Departemen Teknik Elektro,4-6 juta,2021,3.39,3.39,3.24,3.15,3.03,3.01,0,0,0,97.59666666666668
D3-Teknik Elektronika,L,SMAN 1 TAMAN,IPA,"JL. SAWUNGGALING 2, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.43,3.48,3.35,3.31,3.3,3.28,0,0,0,97.03000000000002
D3-Teknik Elektronika,L,SMKN 1 TAKERAN,Teknik Komputer dan Jaringan,"DS. KUWONHARJO KEC. TAKERAN KAB. MAGETAN, Magetan",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Magetan,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.4,3.4,3.25,3.21,3.18,3.2,0,1,0,96.88666666666668
D3-Teknik Elektronika,K,SMAS UNGGULAN AMANATUL UMMAH,Lainnya,"JL. SIWALANKERTO UTARA II NO.33, SIWALANKERTO,KEC. WONOCOLO KOTA SURABAYA, JAWA TIMUR 60236, Surabaya",Pegawai Swasta,Hidup,MA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
D3-Teknik Elektronika,L,MAS MUHAMMADIYAH 8,IPA,"JL. K. BASYIR. NO. 11 KEC. SOLOKURO, Lamongan",Petani/Pekebun/Nelayan,Hidup,MA,Seleksi Jalur Mandiri,Lamongan,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.37,3.4,3.25,3.14,3.06,3.09,0,0,0,97.59666666666668
D3-Teknik Elektronika,L,SMAN 3 JOMBANG,IPA,"JL. DR. SUTOMO NO.75 JOMBANG, Jombang",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Jombang,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.54,3.57,3.46,3.4,3.29,3.21,0,1,0,94.75666666666666
D3-Teknik Elektronika,L,SMAN 1 DAWARBLANDONG,IPA,"JL. DJAROT SUBIYANTORO, Mojokerto",Petani/Pekebun/Nelayan,Hidup,SMA,Seleksi Jalur Mandiri,Mojokerto,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2021,3.51,3.53,3.41,3.31,3.21,3.2,1,0,0,97.07666666666668
D3-Teknik Elektronika,L,SMAN 1 KERTOSONO,Lainnya,"JL. P. SUDIRMAN 10, KERTOSONO, Nganjuk",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Nganjuk,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.1,3.12,3.02,2.93,2.84,3.04,0,0,0,87.28666666666668
D3-Teknik Elektronika,L,SMK KAL - 1 SURABAYA,Lainnya,"JL. KODIKAL MOROKREMBANGAN SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.07,3.07,3.08,3.01,2.96,3.13,1,0,0,91.94666666666669
D3-Teknik Elektronika,L,SMAN 5 KOTA BIMA,Lainnya,"JLN. CEMPAKA 1 BTN TAMBANA JATIWANGI KOTA BIMA, Bima",Pegawai BUMN,Hidup,SMA,Seleksi Jalur Mandiri,Bima,Nusa Tenggara Barat (NTB),Departemen Teknik Elektro,6-10 juta,2021,3.25,3.24,3.05,2.95,2.83,2.89,0,0,0,91.04
D3-Teknik Elektronika,L,MAN 2 TULUNGAGUNG,Lainnya,"Jl. Ki Mangun Sarkoro kopos 101 Beji, Boyolangu, Tulungagung, Tulungagung",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.35,3.38,3.35,3.33,3.27,3.34,0,0,0,97.77666666666666
D3-Teknik Elektronika,L,SMK Negeri Jawa Tengah,Lainnya,"Jalan Brotojoyo No.1, Plombokan, Semarang Utara, Kota Semarang, Jawa Tengah, Semarang",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Semarang,Jawa Tengah,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.49,3.49,3.36,3.29,3.34,3.53,0,0,0,93.67333333333332
D3-Teknik Elektronika,L,SMAN 1 BANGSAL,Lainnya,"JL. PETERONGAN, Mojokerto",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.63,3.66,3.57,3.55,3.52,3.54,0,0,0,95.25333333333332
D3-Teknik Elektronika,L,SMAN 1 GRESIK,Lainnya,"JL. ARIF RAHMAN HAKIM NO. 1 GRESIK, Gresik",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.39,3.41,3.39,3.35,3.33,3.41,0,0,0,92.15666666666668
D3-Teknik Elektronika,L,MA Negeri Batam,Lainnya,"Jalan Brigjen Katamso Nomor 10 Sagulung, Batam",Pegawai Swasta,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Batam,Kepulauan Riau,Departemen Teknik Elektro,>20 juta,2021,3.6,3.61,3.51,3.42,3.35,3.38,0,0,0,95.57333333333334
D3-Teknik Elektronika,L,SMAN 1 LAMONGAN,IPA,"JL. VETERAN 41 LAMONGAN, Lamongan",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Lamongan,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.45,3.45,3.3,3.25,3.2,3.28,1,0,0,95.03333333333336
D3-Teknik Elektronika,L,SMAN 1,IPA,"JL. SOEKARNO-HATTA NO. 137 PROBOLINGGO, Probolinggo",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Probolinggo,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.61,3.61,3.51,3.45,3.41,3.51,1,0,1,94.79333333333334
D3-Teknik Elektronika,L,SMAN 5 SURABAYA,IPA,"JL. KUSUMABANGSA 21 SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,>20 juta,2021,3.66,3.69,3.62,3.59,3.53,3.58,0,0,1,96.13333333333333
D3-Teknik Elektronika,K,SMA GIKI 2 SURABAYA,IPA,"JL. RAYA GUBENG 45 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
D3-Teknik Elektronika,L,SMAN 1 JOMBANG,IPA,"JL. DIPONEGORO NO.08, Jombang",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.62,3.63,3.54,3.58,3.54,3.6,0,1,2,97.27666666666666
D3-Teknik Elektronika,L,MAN 2 KOTA KEDIRI,IPA,"JL LETJEN SUPRAPTO NO 58 KOTA KEDIRI, Kediri",Lainnya,Almarhum,MA,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2021,3.56,3.59,3.49,3.48,3.48,3.58,0,1,0,92.03333333333336
D3-Teknik Elektronika,L,SMAN 2 SIDOARJO,IPA,"JL. LINGKAR BARAT GADING FAJAR 2  SIDOARJO, Sidoarjo",Lainnya,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.4,3.43,3.28,3.14,3.14,3.23,0,0,0,91.29
D3-Teknik Elektronika,K,SMKN 1 KEDIRI,Teknik Otomotif,"JALAN VETERAN NO. 9 KEDIRI, Kediri",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Kediri,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
D3-Teknik Elektronika,L,SMA MUHAMMADIYAH 7 SURABAYA,IPA,"JL. SUTOREJO 98-100 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.44,3.44,3.29,3.27,3.21,3.25,1,0,0,93.16666666666669
D3-Teknik Elektronika,K,SMAN 3 KARAWANG,IPA,"JL. BANTEN BY PASS, KEC.KARAWANG BARAT, KEL. KARANG PAWITAN, KAB. KARAWANG, JAWA BARAT, 41361
 , Karawang",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Karawang,Jawa Barat,Departemen Teknik Elektro,6-10 juta,2021,2.21,2.21,2.21,2.21,3.03,3.05,0,0,0,16.48
D3-Teknik Elektronika,L,SMAN 1 AMPEK ANGKEK,Lainnya,"LAMBAH BIARO KECAMATAN AMPEK ANGKEK KABUPATEN AGAM PROPINSI SUMATERA BARAT, 26191
 , Agam",Petani/Pekebun/Nelayan,Hidup,SMA,Seleksi Jalur Mandiri,Agam,Sumatera Barat,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.36,3.38,3.21,3.14,3.1,3.28,0,0,0,96.55333333333331
D3-Teknik Elektronika,L,SMAN 1 PADANGAN,IPA,"JL.DR.SUTOMO NO.2 PADANGAN, Bojonegoro",Lainnya,Almarhum,SMA,Seleksi Jalur Mandiri,Bojonegoro,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2021,3.38,3.38,3.21,3.11,3.03,3.13,0,0,0,93.42
D3-Teknik Elektronika,L,SMAN 21 SURABAYA,IPA,"JL. ARGOPURO 11-15 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.56,3.58,3.47,3.44,3.45,3.63,0,1,0,95.99
D3-Teknik Elektronika,L,SMKN 3 KOTA SORONG,Teknik Elektronika," JLN. BASUKI RAHMAT KM 12 KLAWUYUK,SORONG TIMUR, Sorong",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Sorong,Papua Barat Daya,Departemen Teknik Elektro,4-6 juta,2021,3.22,3.25,3.19,3.18,3.05,3.15,0,0,0,94.15333333333332
D3-Teknik Elektronika,L,SMK NEGERI 1 SANGASANGA,Teknik Ketenagalistrikan,"JL. AHMAD YANI, KEL. SANGASANGA DALAM, KEC. SANGASANGA, KAB. KUTAI KARTANEGARA

, Kutai Kartanegara",Pegawai Swasta,Almarhum,SMK,Seleksi Jalur Mandiri,Kutai Kartanegara,Kalimantan Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.46,3.48,3.34,3.28,3.22,3.31,0,0,0,97.39666666666666
D3-Teknik Elektronika,L,SMA TA`MIRIYAH SURABAYA,IPA,"JL. INDRAPURA 2 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.22,3.24,3.18,3.16,3.05,3.13,0,0,0,94.19
D3-Teknik Elektronika,L,SMKN 1 BLITAR,Lainnya,"JL. KENARI NO. 30, KEL. PLOSOKEREP, KEC. SANANWETAN, 66134 BLITAR, Blitar",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Blitar,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2021,3.37,3.39,3.35,3.32,3.26,3.4,0,1,0,95.81
D3-Teknik Elektronika,L,SMAN 9 SURABAYA,IPA,"JL. WIJAYA KUSUMA NO.48 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.49,3.51,3.39,3.37,3.29,3.41,1,0,0,94.29
D3-Teknik Elektronika,L,SMK MUHAMMADIYAH 7 GONDANGLEGI,Teknik Elektronika,"JL. KH. AHMAD DAHLAN 20 GONDANGLEGI, Malang",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Malang,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2021,3.74,3.73,3.66,3.6,3.6,3.6,0,0,8,88.23666666666668
D3-Teknik Elektronika,L,SMKN 7 SURABAYA,Teknik Audio dan Video,"JL. PAWIYATAN NO.2 SURABAYA, Surabaya",PNS/ASN,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,10-20 juta,2021,3.28,3.28,3.22,3.23,3.21,3.18,1,0,0,94.74333333333334
D3-Teknik Elektronika,L,SMAN 1 DURENAN,IPA,"JL.RAYA KENDALREJO NO.02 DURENAN -TRENGGALEK, Trenggalek",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Trenggalek,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2021,3.31,3.31,3.26,3.24,3.18,3.25,0,0,0,97.77666666666666
D3-Teknik Elektronika,A,SMKN 2 PURWOKERTO,Lainnya,"JL. JEND. GATOT SUBROTO NO. 81 RT 05 RW 05 PURWOKERTO TIMUR KEL. KRANJI KAB. BANYUMAS JAWA TENGAH 53116
 , Banyumas",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Banyumas,Jawa Tengah,Departemen Teknik Elektro,2.5-4 juta,2022,3.7,3.63,3.62,3.44,0.0,0.0,0,0,4,96.074
D3-Teknik Elektronika,A,SMAN 1 CERME,Lainnya,"JL. RAYA CERME LOR 176, Gresik",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.43,3.36,3.4,3.56,0.0,0.0,0,0,1,95.32
D3-Teknik Elektronika,A,SMKN 1 JETIS,Lainnya,"JL. RAYA MOJOLEBAK JETIS, Mojokerto",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.21,3.1,3.08,2.94,0.0,0.0,0,0,0,96.86
D3-Teknik Elektronika,A,SMK TELKOM MAKASSAR,Lainnya,"JL.AP. PETTARANI NO. 4 MAKASSAR, Makassar",PNS/ASN,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Makassar,Sulawesi Selatan,Departemen Teknik Elektro,2.5-4 juta,2022,3.48,3.43,3.3,3.26,0.0,0.0,0,0,0,95.79
D3-Teknik Elektronika,A,MAN 1 PEKANBARU,Lainnya,"JL. BANDENG NO. 51 A, Pekanbaru",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Pekanbaru,Riau,Departemen Teknik Elektro,2.5-4 juta,2022,3.62,3.56,3.47,3.46,0.0,0.0,0,0,0,97.608
D3-Teknik Elektronika,A,SMAN 1 KERTOSONO,IPA,"JL. P. SUDIRMAN 10, KERTOSONO, Nganjuk",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Nganjuk,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.42,3.33,3.26,3.21,0.0,0.0,0,1,0,97.306
D3-Teknik Elektronika,A,SMAN 5 TARUNA BRAWIJAYA KEDIRI,IPA,"JL.SELOMANGLENG,NO.02,SUKORAME,KEC MOJOROTO,KOTA KEDIRI, Kediri",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.42,3.29,3.28,3.24,0.0,0.0,0,0,0,97.334
D3-Teknik Elektronika,A,SMAN TEMPEH,IPA,"JL. RAYA TEMPEH, Lumajang",PNS/ASN,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Lumajang,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.74,3.68,3.69,3.56,0.0,0.0,0,1,5,95.506
D3-Teknik Elektronika,A,SMAS ELKISI,IPA,"JL. TRAWAS - MOJOSARI NO.KM. 08, KEMUNING, MOJOREJO, KEC. PUNGGING, MOJOKERTO, JAWA TIMUR 61384, Mojokerto",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,10-20 juta,2022,3.4,3.25,3.28,3.24,0.0,0.0,0,0,0,96.444
D3-Teknik Elektronika,A,SMAN 12 SURABAYA,IPA,"JL .SEMEMI SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.34,3.34,3.34,3.36,0.0,0.0,1,0,0,97.485
D3-Teknik Elektronika,A,SMAN 1 TAMAN,IPA,"JL. SAWUNGGALING 2, Sidoarjo",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.34,3.2,3.15,3.06,0.0,0.0,0,0,0,96.696
D3-Teknik Elektronika,A,SMAN 2 JOMBANG,IPA,"JL. DR. WAHIDIN NO.01, Jombang",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.55,3.45,3.33,3.21,0.0,0.0,0,0,3,96.512
D3-Teknik Elektronika,A,SMA IT DARUL QUR AN,IPA,"JL. RAYA PUSPIPTEK JL. PEMBANGUNAN RAYA, PABUARAN, KEC. GN. SINDUR, KABUPATEN BOGOR, JAWA BARAT 16340, Bogor",Profesional & Jasa Khusus (Non-PNS/BUMN),Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Bogor,Jawa Barat,Departemen Teknik Elektro,10-20 juta,2022,3.49,3.42,3.39,3.41,0.0,0.0,0,0,0,96.224
D3-Teknik Elektronika,A,SMAN 1 SIDOARJO,Lainnya,"JL. JENGGOLO NO. 1 SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.29,3.29,3.29,3.39,0.0,0.0,0,0,0,97.485
D3-Teknik Elektronika,A,MAN SIDOARJO,IPA,"JL. STADION NO.2, BEDREK, SIWALANPANJI, KEC. BUDURAN, KABUPATEN SIDOARJO, JAWA TIMUR, Sidoarjo",Tidak Bekerja,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.22,3.13,3.08,3.04,0.0,0.0,0,1,0,91.658
D3-Teknik Elektronika,A,SMAN 1 ENDE,IPA,"JL.WIRAJAYA RT 029 RW 007, Ende",Lainnya,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Ende,Nusa Tenggara Timur (NTT),Departemen Teknik Elektro,0-1 juta,2022,3.31,3.2,3.21,3.06,0.0,0.0,0,1,0,94.474
D3-Teknik Elektronika,A,SMA MUHAMMADIYAH 3 SURABAYA,IPA,"JL. GADUNG III/7 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.23,3.13,3.11,2.94,0.0,0.0,0,0,0,85.712
D3-Teknik Elektronika,A,SMAN 2 KEDIRI,IPA,"JL. VETERAN NO. 7 KEDIRI, Kediri",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.25,3.14,3.12,2.96,0.0,0.0,0,0,0,95.668
D3-Teknik Elektronika,A,SMAN TARUNA NALA JATIM,IPA,"JL. RAYA TLOGOWARU, TLOGOWARU, KEDUNGKANDANG, KOTA MALANG, JAWA TIMUR 65133

, Malang",TNI/POLRI,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Malang,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.55,3.51,3.47,3.46,0.0,0.0,0,0,0,96.72
D3-Teknik Elektronika,A,SMAN 1 KREMBUNG,IPA,"JALAN RAYA KECAMATAN NO. 2, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.48,3.43,3.38,3.34,0.0,0.0,0,0,0,97.224
D3-Teknik Elektronika,A,SMKN 3 SURABAYA,Teknik Ketenagalistrikan,"JL. AHMAD YANI NO.319, DUKUH MENANGGAL, KEC. GAYUNGAN, KOTA SBY, JAWA TIMUR 60234, Surabaya",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.32,3.19,3.13,2.96,0.0,0.0,1,0,0,96.526
