PRODI,STATUS,ASAL_SEKOLAH,SEKOLAH_JURUSAN,ALAMAT_SEKOLAH,KERJA_AYAH,KETERANGAN_AYAH,JENJANG_SEBELUMNYA,JENIS_SELEKSI,ASAL_KOTA,ASAL_PROVINSI,DEPARTEMEN,PENGHASILAN_KATEGORI,TAHUN ANGKATAN,IPK_2023_GENAP,IPK_2023_GANJIL,IPK_2022_GENAP,IPK_2022_GANJIL,IPK_2021_GENAP,IPK_2021_GANJIL,BEASISWA_LAIN,BEASISWA_KIPK,PRESTASI,Prosentase_Kehadiran
STr-Teknik Elektro Industri,A,SMAN 2 KOTA MOJOKERTO,Lainnya,"JL. RAYA IJEN NO. 9, Mojokerto",PNS/ASN,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.42,3.38,3.39,3.39,0.0,0.0,0,0,1,88.99333333333334
STr-Teknik Elektro Industri,A,SMAN 1 MANYAR,Lainnya,"JL. KAYU RAYA PONGANGAN INDAH GRESIK, Gresik",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.28,3.25,3.13,2.84,0.0,0.0,0,0,0,91.53166666666668
STr-Teknik Elektro Industri,A,SMAN 3 KEDIRI,Lainnya,"JL. MAUNI 88 KEDIRI, Kediri",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.21,3.19,3.03,2.89,0.0,0.0,0,0,0,90.95833333333331
STr-Teknik Elektro Industri,A,SMAN 1 WARU,Lainnya,"JL. BRANTAS BARITO WISMA TROPODO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.22,3.25,3.17,2.87,0.0,0.0,0,0,0,91.68333333333334
STr-Teknik Elektro Industri,A,SMAN 12 SURABAYA,Lainnya,"JL .SEMEMI SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.38,3.35,3.29,3.16,0.0,0.0,0,0,0,90.98166666666668
STr-Teknik Elektro Industri,A,SMA PLUS AL FATIMAH,Lainnya,"JL.PONDOK BAMBU NO.01 SUKOREJO, Bojonegoro",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Bojonegoro,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.34,3.31,3.25,2.97,0.0,0.0,0,0,0,91.415
STr-Teknik Elektro Industri,A,SMKN 1 LAMONGAN,Lainnya,"JL. JEND. SUDIRMAN NO. 84 LAMONGAN, Lamongan",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Lamongan,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.81,3.91,4.0,4.0,0.0,0.0,0,1,3,73.24833333333333
STr-Teknik Elektro Industri,A,SMAN 5 SURABAYA,Lainnya,"JL. KUSUMABANGSA 21 SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.35,3.29,3.18,3.0,0.0,0.0,0,0,0,91.35333333333334
STr-Teknik Elektro Industri,A,SMA NEGERI 1 TALUN,Lainnya,"JALAN RAYA KAWERON TROMOL POS 04 TALUN, Blitar",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Blitar,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.36,3.34,3.29,3.11,0.0,0.0,0,1,0,91.78666666666668
STr-Teknik Elektro Industri,A,SMAN 10 SAMARINDA,Lainnya,"JLN. H.A.M.M RIFADDIN RT.25 NO.01 KEL.HARAPAN BARU KEC. SAMARINDA SEBERANG, Samarinda",PNS/ASN,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Samarinda,Kalimantan Timur,Departemen Teknik Elektro,4-6 juta,2022,3.47,3.46,3.41,3.32,0.0,0.0,0,0,0,91.78666666666668
STr-Teknik Elektro Industri,A,SMAN 1 SUMBERREJO,Lainnya,"JL. RAYA 1 SUMBERREJO, Bojonegoro",Pegawai Swasta,Almarhum,SMA,Seleksi Jalur Tes Nasional (Negeri),Bojonegoro,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.47,3.51,3.49,3.37,0.0,0.0,0,1,0,91.11666666666667
STr-Teknik Elektro Industri,A,SMA HANG TUAH 2 SIDOARJO,IPA,"JL. KRI.RATULANGI NO.1 SAWOTRATAP GEDANGAN, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.23,3.21,3.11,2.89,0.0,0.0,0,0,0,90.375
STr-Teknik Elektro Industri,A,SMA 1 PROBOLINGGO,IPA,"JL. SOEKARNO - HATTA NO.137, CURAHGRINTING, KEC. KANIGARAN, KOTA PROBOLINGGO, Probolinggo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Probolinggo,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.34,3.36,3.22,3.11,0.0,0.0,1,0,0,91.77833333333332
STr-Teknik Elektro Industri,A,SMA NEGERI 1 SALATIGA,IPA,"JL. KEMIRI NO 1
SALATIGA, DESA SIDOREJO LOR,
KEC. SIDOREJO, 50711, Salatiga",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Salatiga,Jawa Tengah,Departemen Teknik Elektro,10-20 juta,2022,3.32,3.31,3.16,3.03,0.0,0.0,0,0,0,91.32833333333332
STr-Teknik Elektro Industri,A,MAN SOOKO,IPA,"JL R.A BASUNI SOOKO, Mojokerto",PNS/ASN,Hidup,MA,Seleksi Jalur Mandiri,Mojokerto,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.11,3.15,3.07,3.03,0.0,0.0,0,0,0,89.72333333333334
STr-Teknik Elektro Industri,A,SMAN 1 KRAKSAAN,Lainnya,"JL. IMAM BONJOL NO. 13 KRAKSAAN, Probolinggo",Petani/Pekebun/Nelayan,Hidup,SMA,Seleksi Jalur Mandiri,Probolinggo,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.55,3.55,3.55,3.24,0.0,0.0,0,1,0,91.87333333333332
STr-Teknik Elektro Industri,A,MAN TUBAN,IPA,"JL. HOS COKROAMINOTO NO.4 TUBAN, Tuban",Lainnya,Hidup,MA,Seleksi Jalur Mandiri,Tuban,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.34,3.3,3.18,2.89,0.0,0.0,0,1,0,91.79333333333334
STr-Teknik Elektro Industri,A,SMAN 1 BREBES,IPA,"JALAN DR. SETIABUDI NO.11 KAB. BREBES JAWA TENGAH 52212
 , Brebes",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Brebes,Jawa Tengah,Departemen Teknik Elektro,4-6 juta,2022,3.34,3.3,3.18,3.18,0.0,0.0,0,0,0,91.43
STr-Teknik Elektro Industri,A,SMA INTENSIF TARUNA PEMBANGUNAN SURABAYA,Lainnya,"JL. DUKUH MENANGGAL XII/4 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.21,3.19,3.09,2.92,0.0,0.0,0,0,0,91.69166666666666
STr-Teknik Elektro Industri,A,SMKN 1 BATAM,Lainnya,"JL. PROF DR. HAMKA NO.1 KEL. KIBING KEC. BATU AJI, BATAM - 29423, Batam",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Batam,Kepulauan Riau,Departemen Teknik Elektro,4-6 juta,2022,3.41,3.4,3.28,3.16,0.0,0.0,0,0,0,89.49666666666667
STr-Teknik Elektro Industri,A,SMKN 1 PUNGGING,Lainnya,"JL.RAYA TRAWAS DS. LEBAKSONO KEC. PUNGGING KAB. MOJOKERTO PROV.  JAWA TIMUR, Mojokerto",Pensiunan,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.34,3.28,3.09,2.95,0.0,0.0,0,0,0,91.415
STr-Teknik Elektro Industri,A,SMAN 3 SIDOARJO,Lainnya,"JL. DR. WAHIDIN NO. 130 SIDOARJO, Sidoarjo",PNS/ASN,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.31,3.34,3.28,3.13,0.0,0.0,0,0,4,85.98666666666668
STr-Teknik Elektro Industri,A,SMAN 1 SIDAYU,Lainnya,"JL. PAHLAWAN NO. 06 SIDAYU GRESIK 61153, Gresik",Lainnya,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.46,3.46,3.34,3.24,0.0,0.0,0,1,0,91.76166666666666
STr-Teknik Elektro Industri,A,SMKN 2 PALEMBANG,Lainnya,"JL.DEMANG LEBAR DAUN, Palembang",PNS/ASN,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Palembang,Sumatera Selatan,Departemen Teknik Elektro,4-6 juta,2022,3.58,3.62,3.55,3.55,0.0,0.0,0,1,0,88.17833333333334
STr-Teknik Elektro Industri,A,SMKN 2 SURABAYA,Lainnya,"JL. TENTARA GENI PELAJAR ( PATUA ) NO. 26 SBY., Surabaya",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.28,3.29,3.13,3.03,0.0,0.0,0,1,1,90.34166666666664
STr-Teknik Elektro Industri,A,SMKN 2 LAMONGAN,Lainnya,"JL. VETERAN NO. 7A LAMONGAN, Lamongan",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Lamongan,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.41,3.36,3.29,3.29,0.0,0.0,0,1,0,90.63333333333333
STr-Teknik Elektro Industri,A,SMK NEGERI 1 PUNGGING,Lainnya,"JL. RAYA TRAWAS DS. LEBAKSONO KEC. PUNGGING KAB. MOJOKERTO JAWA TIMUR 61384
 , Mojokerto",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.34,3.33,3.17,3.03,0.0,0.0,0,1,0,91.76166666666666
STr-Teknik Elektro Industri,A,SMKN 2 KENDAL,Lainnya,"MANGGA UTARA JL SUKARNO HATTA BARAT KENDAL. KAB. KENDAL JAWA TENGAH
 , Kendal",Tidak Bekerja,Almarhum,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Kendal,Jawa Tengah,Departemen Teknik Elektro,0-1 juta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0
STr-Teknik Elektro Industri,A,SMK TEKNIK PAL SURABAYA,Lainnya,"JL. UJUNG SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.18,3.18,3.01,2.89,0.0,0.0,0,0,0,91.58833333333332
STr-Teknik Elektro Industri,A,SMAN 1 KEBOMAS,Lainnya,"PERUM ALAM BUKIT RAYA A6/8 GRESIK, Gresik",Lainnya,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,3.38,3.38,3.28,3.21,0.0,0.0,0,0,0,88.36
STr-Teknik Elektro Industri,K,SMAN 1 BOJONEGORO,Lainnya,"JL. PANGLIMA SUDIRMAN NO. 28 BOJONEGORO, Bojonegoro",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Bojonegoro,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.72
STr-Teknik Elektro Industri,A,SMA NEGERI 1 BERAU,Lainnya,"JALAN MANGGA 1 NO.14, Berau",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Berau,Kalimantan Timur,Departemen Teknik Elektro,6-10 juta,2022,3.36,3.4,3.3,3.39,0.0,0.0,0,0,0,90.97333333333334
STr-Teknik Elektro Industri,A,SMAN 1 PANDAAN,Lainnya,"JL. DR. SUTOMO, Pasuruan",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Pasuruan,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.41,3.42,3.29,3.21,0.0,0.0,0,0,1,89.86166666666666
STr-Teknik Elektro Industri,A,SMKN 3 JOMBANG,Lainnya,"JL. PATTIMURA NO.06, Jombang",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2022,3.27,3.22,3.09,2.95,0.0,0.0,0,0,0,91.675
STr-Teknik Elektro Industri,A,MAN 2 KUDUS,Lainnya,"PRAMBATAN KIDUL RT 02/ O3 KALIWUNGU KUDUS. KAB. KUDUS JAWA TENGAH
 , Kudus",Petani/Pekebun/Nelayan,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Kudus,Jawa Tengah,Departemen Teknik Elektro,2.5-4 juta,2022,3.43,3.42,3.33,3.21,0.0,0.0,0,0,0,91.31166666666668
STr-Teknik Elektro Industri,A,SMAN 2 KOTA BLITAR,Lainnya,"JALAN CILIWUNG NO. 396 KELURAHAN TANGGUNG KECAMATAN             KEPANJENKIDUL KOTA BLITAR, Blitar",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Blitar,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.49,3.45,3.34,3.24,0.0,0.0,0,1,0,91.76166666666666
STr-Teknik Elektro Industri,A,SMKN 1 MADIUN,Lainnya,"JL. MH. THAMRIN NO. 1 349 KOTA MADIUN, Madiun",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Madiun,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.65,3.62,3.57,3.29,0.0,0.0,0,1,0,91.84833333333334
STr-Teknik Elektro Industri,K,UPT SMAN 1 PASURUAN,Lainnya,"JLN. SOEKARNO HATTA 40, Pasuruan",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Pasuruan,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,1.93,1.93,1.93,3.18,0.0,0.0,0,0,0,67.64
STr-Teknik Elektro Industri,A,SMKN 1 KEDIRI,Lainnya,"JALAN VETERAN NO. 9 KEDIRI, Kediri",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.37,3.31,3.18,3.08,0.0,0.0,0,0,0,91.58833333333332
STr-Teknik Elektro Industri,A,SMAN 1 CERME,Lainnya,"JL. RAYA CERME LOR 176, Gresik",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.31,3.26,3.14,3.16,0.0,0.0,0,1,0,91.76166666666666
STr-Teknik Elektro Industri,A,SMKN 1 DOKO,Lainnya,"   JL. PAHLAWAN DESA RESAPOMBO KECAMATAN DOKO BLITAR, Blitar",Petani/Pekebun/Nelayan,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Blitar,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.22,3.21,3.08,3.08,0.0,0.0,0,1,0,91.225
STr-Teknik Elektro Industri,A,SMAN MOJOAGUNG,IPA,"JL. JANTI NO 18 MOJOAGUNG JOMBANG 61482, Jombang",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Jombang,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.34,3.28,3.11,2.84,0.0,0.0,0,0,0,90.065
STr-Teknik Elektro Industri,A,SMAN 4 SURABAYA,IPA,"JL. PROF.DR.MOESTOPO 4 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2022,3.23,3.21,3.03,3.08,0.0,0.0,0,0,0,91.50166666666668
STr-Teknik Elektro Industri,A,SMA AL HIKMAH BOARDING SCHOOL BATU,Lainnya,"JL. RAYA GIRIPURNO NO. 145 GIRIPURNO BUMIAJI
, Batu",Pensiunan,Hidup,SMA,Seleksi Jalur Mandiri,Batu,Jawa Timur,Departemen Teknik Elektro,10-20 juta,2022,3.18,3.2,3.09,3.0,0.0,0.0,0,0,0,88.22500000000001
STr-Teknik Elektro Industri,A,SMAN 4 SURABAYA,IPA,"JL. PROF.DR.MOESTOPO 4 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,10-20 juta,2022,3.2,3.2,2.99,2.89,0.0,0.0,0,0,0,88.78666666666668
STr-Teknik Elektro Industri,A,SMAN 1 SURABAYA,IPA,"JL. WIJAYA KUSUMA NO. 48 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2022,3.57,3.61,3.62,3.5,0.0,0.0,0,1,0,91.30333333333334
STr-Teknik Elektro Industri,A,SMK TARUNA JAYA PRAWIRA,Teknik Mesin,"    JL. DR. WAHIDIN SUDIRO HUSODO TUBAN, Tuban",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Tuban,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2022,3.36,3.32,3.17,3.05,0.0,0.0,0,1,0,90.02499999999999
STr-Teknik Elektro Industri,A,SMAN 1 SAMARINDA,IPA,"JL. DRS. ANANG HASYIM, SAMARINDA ULU, Samarinda",Pensiunan,Hidup,SMA,Seleksi Jalur Mandiri,Samarinda,Kalimantan Timur,Departemen Teknik Elektro,6-10 juta,2022,3.44,3.41,3.26,3.24,0.0,0.0,0,0,0,91.58
STr-Teknik Elektro Industri,A,SMKN 3 SURABAYA,Lainnya,"JL. AHMAD YANI NO.319, DUKUH MENANGGAL, KEC. GAYUNGAN, KOTA SBY, JAWA TIMUR 60234, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.46,3.39,0.0,0.0,0.0,0.0,0,0,0,89.376
STr-Teknik Elektro Industri,A,SMKN 5 SURABAYA,Lainnya,"JL. MAYJEND PRF DR MOESTOPO 167-169 SURABAYA, Surabaya",Guru/Dosen,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2023,3.54,3.47,0.0,0.0,0.0,0.0,0,0,0,90.474
STr-Teknik Elektro Industri,A,SMAN 1 MOJOSARI,Lainnya,"JL. PEMUDA NO.55 MOJOSARI,KABUPATEN MOJOKERTO, Mojokerto",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2023,3.54,3.45,0.0,0.0,0.0,0.0,0,0,0,90.248
STr-Teknik Elektro Industri,A,MAS AMANATUL UMMAH SURABAYA,Lainnya,"JL. SIWALAN KERTO UTARA NO. 56, Surabaya",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.28,3.18,0.0,0.0,0.0,0.0,0,1,0,90.06800000000001
STr-Teknik Elektro Industri,A,SMKN 7 SURABAYA,Lainnya,"JL. PAWIYATAN NO.2 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.45,3.37,0.0,0.0,0.0,0.0,0,1,0,87.25399999999999
STr-Teknik Elektro Industri,A,SMA WACHID HASYIM 5 SURABAYA,Lainnya,"JL .RY.SEMEMI 7 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.26,3.13,0.0,0.0,0.0,0.0,0,1,0,90.134
STr-Teknik Elektro Industri,A,SMKN 2 BOJONEGORO,Lainnya,"JALAN PATTIMURA 3 BOJONEGORO, Bojonegoro",Tidak Bekerja,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Bojonegoro,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2023,3.47,3.29,0.0,0.0,0.0,0.0,0,1,0,90.276
STr-Teknik Elektro Industri,A,SMAN 12 SURABAYA,Lainnya,"JL .SEMEMI SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2023,3.45,3.34,0.0,0.0,0.0,0.0,0,0,0,90.276
STr-Teknik Elektro Industri,A,SMKN 1 SIDAYU,Lainnya,"JL. RAYA WADENG SIDAYU GRESIK, Gresik",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.55,3.37,0.0,0.0,0.0,0.0,0,1,0,90.588
STr-Teknik Elektro Industri,A,UPT SMAN 1 PASURUAN,Lainnya,"JLN. SOEKARNO HATTA 40, Pasuruan",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Pasuruan,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2023,3.32,3.21,0.0,0.0,0.0,0.0,0,0,0,87.396
STr-Teknik Elektro Industri,A,SMA PROGRESIF BUMI SHALAWAT,Lainnya,"JL. KIAI DASUKI NO.1, LEBO-SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2023,3.4,3.26,0.0,0.0,0.0,0.0,0,0,0,87.586
STr-Teknik Elektro Industri,A,SMAN 14 SURABAYA,Lainnya,"JL. PERUM YKP IV TENGGILIS MEJOYO  BLOK KK RUNGKUT SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2023,3.37,3.26,0.0,0.0,0.0,0.0,0,0,0,89.604
STr-Teknik Elektro Industri,A,SMAN 1 SOOKO,IPA,"JL R. AKHMAD BASUNI 361, Mojokerto",Pegawai BUMN,Hidup,SMA,Seleksi Jalur Mandiri,Mojokerto,Jawa Timur,Departemen Teknik Elektro,6-10 juta,2023,3.49,3.42,0.0,0.0,0.0,0.0,0,0,0,90.692
STr-Teknik Elektro Industri,A,SMAN 1 MANYAR,Lainnya,"JL. KAYU RAYA PONGANGAN INDAH GRESIK, Gresik",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2023,3.41,3.32,0.0,0.0,0.0,0.0,0,0,0,89.328
STr-Teknik Elektro Industri,A,SMAN 1 BANYUWANGI,Lainnya,"JLN. IKAN TONGKOL, Banyuwangi",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Banyuwangi,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2023,3.47,3.34,0.0,0.0,0.0,0.0,0,0,0,89.86
STr-Teknik Elektro Industri,A,SMAN 1 MANYAR,Lainnya,"JL. KAYU RAYA PONGANGAN INDAH GRESIK, Gresik",Tidak Bekerja,Almarhum,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2023,3.3,3.29,0.0,0.0,0.0,0.0,0,0,0,89.5
STr-Teknik Elektro Industri,A,SMAN 15 SURABAYA,Lainnya,"JL. MENANGGAL SELATAN 103 SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,1 juta-2.5 juta,2023,3.54,3.45,0.0,0.0,0.0,0.0,0,0,0,90.692
STr-Teknik Elektro Industri,A,SMK ANTARTIKA 2 SIDOARJO,Teknik Mekatronika,"JL. SIWALAN PANJI, BUDURAN, SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2023,3.17,2.97,0.0,0.0,0.0,0.0,0,0,0,89.412
STr-Teknik Elektro Industri,A,SMAN 16 SURABAYA,Lainnya,"JL. RAYA PRAPEN SURABAYA, Surabaya",Tidak Bekerja,Almarhum,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2023,3.65,3.61,0.0,0.0,0.0,0.0,0,1,0,88.95
STr-Teknik Elektro Industri,K,SMAN 7 SURABAYA,Lainnya,"JL. NGAGLIK NO. 27-29 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknik Elektro,4-6 juta,2023,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11.46
STr-Teknik Elektro Industri,A,SMA SWASTA TRI RATNA SIBOLGA,Lainnya,"JL. LETJEN S. PARMAN NO. 58 SIBOLGA, Sibolga",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sibolga,Sumatera Utara,Departemen Teknik Elektro,4-6 juta,2023,3.3,3.21,0.0,0.0,0.0,0.0,0,0,0,90.266
STr-Teknik Elektro Industri,A,MA DARUT TAQWA PURWOSARI,IPA,"SENGONAGUNG, Pasuruan",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Mandiri,Pasuruan,Jawa Timur,Departemen Teknik Elektro,0-1 juta,2023,3.42,3.24,0.0,0.0,0.0,0.0,0,1,0,90.484
STr-Teknik Elektro Industri,A,SMK BUDI UTOMO,Lainnya,"GADINGMANGU PERAK, Jombang",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknik Elektro,2.5-4 juta,2023,3.43,3.34,0.0,0.0,0.0,0.0,0,1,0,90.502
STr-Teknik Elektro Industri,A,SMA MUHAMMADIYAH 2 SIDOARJO,Lainnya,"JL. MOJOPAHIT NO. 666B SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknik Elektro,10-20 juta,2023,3.32,3.13,0.0,0.0,0.0,0.0,0,0,0,88.752
